original_variable_name,renamed_variable,variable_description,derived_variable,input_variable,data_source,broad_learning_context
PV1MPFS,PV1MPFS,Plausible Value 1 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV2MPFS,PV2MPFS,Plausible Value 2 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV3MPFS,PV3MPFS,Plausible Value 3 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV4MPFS,PV4MPFS,Plausible Value 4 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV5MPFS,PV5MPFS,Plausible Value 5 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV6MPFS,PV6MPFS,Plausible Value 6 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV7MPFS,PV7MPFS,Plausible Value 7 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV8MPFS,PV8MPFS,Plausible Value 8 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV9MPFS,PV9MPFS,Plausible Value 9 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV10MPFS,PV10MPFS,Plausible Value 10 in Process Subscale of Mathematics - Formulating Situations Mathematically,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV1MPIN,PV1MPIN,"Plausible Value 1 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV2MPIN,PV2MPIN,"Plausible Value 2 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV3MPIN,PV3MPIN,"Plausible Value 3 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV4MPIN,PV4MPIN,"Plausible Value 4 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV5MPIN,PV5MPIN,"Plausible Value 5 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV6MPIN,PV6MPIN,"Plausible Value 6 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV7MPIN,PV7MPIN,"Plausible Value 7 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV8MPIN,PV8MPIN,"Plausible Value 8 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV9MPIN,PV9MPIN,"Plausible Value 9 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV10MPIN,PV10MPIN,"Plausible Value 10 in Process Subscale of Mathematics - Interpreting, Applying, and Evaluating Mathematical Outcomes",Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV1MPRE,PV1MPRE,Plausible Value 1 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV2MPRE,PV2MPRE,Plausible Value 2 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV3MPRE,PV3MPRE,Plausible Value 3 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV4MPRE,PV4MPRE,Plausible Value 4 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV5MPRE,PV5MPRE,Plausible Value 5 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV6MPRE,PV6MPRE,Plausible Value 6 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV7MPRE,PV7MPRE,Plausible Value 7 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV8MPRE,PV8MPRE,Plausible Value 8 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV9MPRE,PV9MPRE,Plausible Value 9 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
PV10MPRE,PV10MPRE,Plausible Value 10 in Process Subscale of Mathematics - Reasoning,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SENWT,SENWT,Senate Weight (sum of 5000 per country),Not Applicable,Not Applicable,Not Applicable,Not Applicable
VER_DAT,VER_DAT,Date of the database creation,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SC001Q01TA,sc_community_type,The type of community where the school is located.,No,No,school_questionnaire,Out of School
SC013Q01TA,sc_school_type,Whether the school is public or private.,No,Yes,school_questionnaire,In School
SC014Q01TA,sc_organisation_type,The type of organization running the school.,No,No,school_questionnaire,In School
SC016Q01TA,sc_gov_funding_percentage,Percentage of school funding from government sources.,No,Yes,school_questionnaire,In School
SC016Q02TA,sc_student_fees_percentage,Percentage of school funding from student fees or charges.,No,Yes,school_questionnaire,In School
SC016Q03TA,sc_donations_percentage,"Percentage of school funding from benefactors, donations, or sponsorships.",No,Yes,school_questionnaire,In School
SC016Q04TA,sc_other_funding_percentage,Percentage of school funding from other sources.,No,Yes,school_questionnaire,In School
SC011Q01TA,sc_schooling_availability,Availability of schooling options for students in the area.,No,No,school_questionnaire,Out of School
SC002Q01TA,sc_total_enrollment_boys,"Total number of boys enrolled in the school as of February 1, 2021 (99998 = Invalid).",No,Yes,school_questionnaire,In School
SC002Q02TA,sc_total_enrollment_girls,"Total number of girls enrolled in the school as of February 1, 2021 (99998 = Invalid).",No,Yes,school_questionnaire,In School
SC211Q01JA,sc_heritage_language_different,Percentage of students whose heritage language differs from the test language.,No,No,school_questionnaire,In School
SC211Q02JA,sc_special_learning_needs,Percentage of students with special learning needs.,No,No,school_questionnaire,In School
SC211Q03JA,sc_disadvantaged_homes,Percentage of students from socioeconomically disadvantaged homes.,No,No,school_questionnaire,Out of School
SC211Q04JA,sc_immigrant_students,Percentage of students who are immigrants (excluding refugees).,No,No,school_questionnaire,In School
SC211Q05JA,sc_immigrant_parents,Percentage of students with parents who are immigrants.,No,No,school_questionnaire,In School
SC211Q06JA,sc_refugee_students,Percentage of students who are refugees.,No,No,school_questionnaire,In School
SC018Q01TA01,sc_total_teachers_full_time,Total number of full-time teachers.,No,Yes,school_questionnaire,In School
SC018Q01TA02,sc_total_teachers_part_time,Total number of part-time teachers.,No,Yes,school_questionnaire,In School
SC018Q02TA01,sc_certified_teachers_full_time,Total number of full-time teachers certified by the appropriate authority (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q02TA02,sc_certified_teachers_part_time,Total number of part-time teachers certified by the appropriate authority (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q08JA01,sc_bachelor_degree_teachers_full,Total number of full-time teachers with a bachelor's degree or equivalent qualification (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q08JA02,sc_bachelor_degree_teachers_part,Total number of part-time teachers with a bachelor's degree or equivalent qualification (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q09JA01,sc_master_degree_teachers_full,Total number of full-time teachers with a master's degree or equivalent qualification (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q09JA02,sc_master_degree_teachers_part,Total number of part-time teachers with a master's degree or equivalent qualification (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC018Q10JA01,sc_phd_degree_teachers_full,Total number of full-time teachers with a doctoral degree or equivalent qualification.,No,Yes,school_questionnaire,In School
SC018Q10JA02,sc_phd_degree_teachers_part,Total number of part-time teachers with a doctoral degree or equivalent qualification.,No,Yes,school_questionnaire,In School
SC182Q01WA01,sc_math_teachers_full_time,Total number of full-time mathematics teachers.,No,Yes,school_questionnaire,In School
SC182Q01WA02,sc_math_teachers_part_time,Total number of part-time mathematics teachers.,No,Yes,school_questionnaire,In School
SC182Q06WA01,sc_certified_math_teachers_full,Total number of full-time certified mathematics teachers (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q06WA02,sc_certified_math_teachers_part,Total number of part-time certified mathematics teachers (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q07JA01,sc_math_degree_teachers_full,Full-time mathematics teachers with at least a bachelor's degree (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q07JA02,sc_math_degree_teachers_part,Part-time mathematics teachers with at least a bachelor's degree.,No,Yes,school_questionnaire,In School
SC182Q08JA01,sc_math_major_degree_teachers_full,Full-time mathematics teachers with a bachelor's degree and a major in mathematics (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q08JA02,sc_math_major_degree_teachers_part,Part-time mathematics teachers with a bachelor's degree and a major in mathematics (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q09JA01,sc_pedagogy_math_degree_full,Full-time mathematics teachers with a degree in pedagogy (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q09JA02,sc_pedagogy_math_degree_part,Part-time mathematics teachers with a degree in pedagogy.,No,Yes,school_questionnaire,In School
SC182Q10JA01,sc_math_isc_lvl5_degree_full,Full-time mathematics teachers with an ISCED Level 5 degree but not Level 6 (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC182Q10JA02,sc_math_isc_lvl5_degree_part,Part-time mathematics teachers with an ISCED Level 5 degree but not Level 6.,No,No,school_questionnaire,In School
SC168Q01JA,sc_support_staff_pedagogical,Non-teaching staff for pedagogical support.,No,Yes,school_questionnaire,In School
SC168Q02JA,sc_support_staff_admin,Non-teaching administrative staff.,No,Yes,school_questionnaire,In School
SC168Q03JA,sc_support_staff_management,Non-teaching management staff.,No,Yes,school_questionnaire,In School
SC168Q04JA,sc_support_staff_other,Other non-teaching staff.,No,Yes,school_questionnaire,In School
SC012Q01TA,sc_admission_consider_academic,How often academic performance (including placement tests) is considered during admission.,No,Yes,school_questionnaire,In School
SC012Q02TA,sc_admission_consider_recommend,How often recommendations from feeder schools are considered during admission.,No,Yes,school_questionnaire,In School
SC012Q03TA,sc_admission_consider_philosophy,How often parents'/guardians' endorsement of instructional/religious philosophy is considered.,No,No,school_questionnaire,In School
SC012Q04TA,sc_admission_consider_programme,How often interest in or need for a special program is considered during admission.,No,No,school_questionnaire,In School
SC012Q05TA,sc_admission_consider_family,How often preference is given to family members of current/former students during admission.,No,No,school_questionnaire,In School
SC012Q06TA,sc_admission_consider_residence,How often residence in a particular area is considered during admission.,No,No,school_questionnaire,In School
SC012Q08JA,sc_admission_consider_disciplinary,How often disciplinary record is considered during admission.,No,No,school_questionnaire,In School
SC012Q10JA,sc_admission_consider_parental,How often parental status or pregnancy is considered during admission.,No,No,school_questionnaire,In School
SC012Q11JA,sc_admission_consider_working,How often working status is considered during admission.,No,No,school_questionnaire,In School
SC012Q12JA,sc_admission_consider_ethnicity,How often cultural or ethnic background is considered during admission.,No,No,school_questionnaire,In School
SC185Q01WA,sc_transfer_low_achievement,Likelihood of students being transferred for low academic achievement.,No,No,school_questionnaire,In School
SC185Q02WA,sc_transfer_high_achievement,Likelihood of students being transferred for high academic achievement.,No,No,school_questionnaire,In School
SC185Q03WA,sc_transfer_behavior_problems,Likelihood of students being transferred for behavioral problems.,No,No,school_questionnaire,In School
SC185Q04WA,sc_transfer_special_needs,Likelihood of students being transferred for special learning needs.,No,No,school_questionnaire,In School
SC185Q05WA,sc_transfer_parent_request,Likelihood of a student being transferred at the request of parents or guardians.,No,No,school_questionnaire,In School
SC202Q01JA,sc_appoint_hiring_teachers,Responsibility for appointing or hiring teachers at the school.,No,Yes,school_questionnaire,In School
SC202Q02JA,sc_dismiss_teachers,Responsibility for dismissing or suspending teachers from employment at the school.,No,Yes,school_questionnaire,In School
SC202Q03JA,sc_set_starting_salary_teachers,Responsibility for establishing starting salaries or pay scales for teachers.,No,Yes,school_questionnaire,In School
SC202Q04JA,sc_set_salary_increases_teachers,Responsibility for determining salary increases for teachers.,No,Yes,school_questionnaire,In School
SC202Q05JA,sc_formulate_budget,Responsibility for formulating the school budget.,No,Yes,school_questionnaire,In School
SC202Q06JA,sc_decide_budget_allocation,Responsibility for deciding on budget allocations.,No,Yes,school_questionnaire,In School
SC202Q07JA,sc_establish_disciplinary_policies,Responsibility for establishing student disciplinary policies and procedures.,No,Yes,school_questionnaire,In School
SC202Q08JA,sc_establish_assessment_policies,"Responsibility for establishing student assessment policies, including national or regional assessments.",No,Yes,school_questionnaire,In School
SC202Q09JA,sc_approve_student_admission,Responsibility for approving students for admission to the school.,No,Yes,school_questionnaire,In School
SC202Q10JA,sc_choose_learning_materials,Responsibility for choosing which learning materials are used.,No,Yes,school_questionnaire,In School
SC202Q11JA,sc_determine_course_content,"Responsibility for determining course content, including national or regional curricula.",No,Yes,school_questionnaire,In School
SC202Q12JA,sc_decide_courses_offered,Responsibility for deciding which courses are offered.,No,Yes,school_questionnaire,In School
SC201Q01JA,sc_mgmt_collaborate_class_discipline,How often school management collaborates with teachers to solve classroom discipline problems.,No,Yes,school_questionnaire,In School
SC201Q03JA,sc_mgmt_feedback_classroom_observe,How often school management provides feedback to teachers based on classroom observations.,No,Yes,school_questionnaire,In School
SC201Q04JA,sc_mgmt_support_cooperation_teachers,How often school management supports cooperation among teachers to develop new teaching practices.,No,Yes,school_questionnaire,In School
SC201Q05JA,sc_mgmt_support_teaching_skills,How often school management takes actions to improve teachers' teaching skills.,No,Yes,school_questionnaire,In School
SC201Q06JA,sc_mgmt_teacher_accountability,How often school management ensures teachers feel responsible for students' learning outcomes.,No,Yes,school_questionnaire,In School
SC201Q07JA,sc_mgmt_info_parents_performance,How often school management provides parents/guardians with information on school and student performance.,No,Yes,school_questionnaire,In School
SC201Q11JA,sc_mgmt_prof_development_plan,How often school management works on a professional development plan for the school.,No,Yes,school_questionnaire,In School
SC004Q01TA,sc_total_students_modal_grade,Total number of students in the national modal grade for 15-year-olds (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC004Q02TA,sc_num_computers_educational,Number of desktop or laptop computers available for educational purposes for these students.,No,Yes,school_questionnaire,In School
SC004Q03TA,sc_num_internet_connected_computers,Number of desktop or laptop computers connected to the internet for educational purposes (99998 = Invalid).,No,Yes,school_questionnaire,In School
SC004Q08JA,sc_num_tablets_ebook_readers,Number of tablets or e-book readers available for educational purposes for these students.,No,Yes,school_questionnaire,In School
SC004Q05NA,sc_num_interactive_whiteboards,Number of interactive whiteboards available in the school.,No,No,school_questionnaire,In School
SC004Q06NA,sc_num_data_projectors,Number of data projectors available in the school.,No,No,school_questionnaire,In School
SC004Q07NA,sc_teacher_computers_internet,Number of desktop or laptop computers with internet available for teachers.,No,No,school_questionnaire,In School
SC190Q01JA,sc_written_statement_digital_devices,School has a written statement about the general use of digital devices on school premises.,No,Yes,school_questionnaire,In School
SC190Q02JA,sc_no_cell_phones_policy,School has a policy prohibiting cell phone use on premises.,No,Yes,school_questionnaire,In School
SC190Q05JA,sc_formal_digital_guidelines,School has formal guidelines for using digital devices for teaching and learning.,No,Yes,school_questionnaire,In School
SC190Q06JA,sc_teacher_set_rules_digital_use,Teachers establish rules for student use of digital devices during lessons.,No,Yes,school_questionnaire,In School
SC190Q07JA,sc_collab_student_rules_digital_use,Teachers collaborate with students to establish rules for digital resource use at school or in class.,No,Yes,school_questionnaire,In School
SC190Q08JA,sc_responsible_internet_program,School has a program to prepare students for responsible internet behavior.,No,Yes,school_questionnaire,In School
SC190Q09JA,sc_social_network_policy,"School has a policy for using social networks (e.g., Facebook) in teaching and learning.",No,Yes,school_questionnaire,In School
SC190Q10JA,sc_collab_digital_teachers,School has a program promoting collaboration among teachers for digital device use.,No,Yes,school_questionnaire,In School
SC190Q11JA,sc_teacher_meeting_digital_materials,"Scheduled time for teachers to share, evaluate, or develop materials using digital devices.",No,Yes,school_questionnaire,In School
SC037Q01TA,sc_self_evaluation,School conducts internal evaluations/self-evaluations.,No,No,school_questionnaire,In School
SC037Q02TA,sc_external_evaluation,School undergoes external evaluations.,No,No,school_questionnaire,In School
SC037Q03TA,sc_written_curriculum_goals,Written specification of the school's curricular profile and educational goals.,No,No,school_questionnaire,In School
SC037Q04TA,sc_written_performance_standards,Written specification of student performance standards.,No,No,school_questionnaire,In School
SC037Q05NA,sc_record_teacher_student_data,Systematic recording of teacher or student attendance and professional development data.,No,No,school_questionnaire,In School
SC037Q06NA,sc_record_test_graduation_rates,Systematic recording of student test results and graduation rates.,No,No,school_questionnaire,In School
SC037Q07TA,sc_student_feedback,"School seeks written feedback from students on lessons, teachers, or resources.",No,No,school_questionnaire,In School
SC037Q08TA,sc_teacher_mentoring,School has a teacher mentoring program.,No,No,school_questionnaire,In School
SC037Q09TA,sc_consultation_school_improvement,School conducts regular consultations with experts for school improvement.,No,No,school_questionnaire,In School
SC037Q11JA,sc_math_policy_standardized,"School implements a standardized policy for mathematics subjects (curriculum, materials, training).",No,No,school_questionnaire,In School
SC200Q01JA,sc_external_eval_policy_changes,External evaluation results led to changes in school policies.,No,No,school_questionnaire,In School
